,window_id,item_id_seq_train,item_id_target,wrong_time_delta_interaction,session,dup_check,dup_item_id_seq_train_list,item_id_sum,dup_id
462,462,2 1,2,0 0,775.0,2 1_2,"[2, 1]",3,125
360,360,2 1,3,0 0,716.0,2 1_3,"[2, 1]",3,126
510,510,2 1,3,0 0,792.0,2 1_3,"[2, 1]",3,126
205,205,2 1,6,0 0,481.0,2 1_6,"[2, 1]",3,127
270,270,2 1,6,0 0,541.0,2 1_6,"[2, 1]",3,127
329,329,2 1,7,0 0,663.0,2 1_7,"[2, 1]",3,128
84,84,2 1,7,0 0,397.0,2 1_7,"[2, 1]",3,128
4015,4015,2 25 15 25 7 19 5 2 15 7 5 7,7,0 0 0 0 0 0 0 0 0 0 0 0,4874.0,2 25 15 25 7 19 5 2 15 7 5 7_7,"[2, 25, 15, 25, 7, 19, 5, 2, 15, 7, 5, 7]",134,129
4016,4016,2 25 15 25 7 19 5 2 15 7 5 7,7,0 0 0 0 0 0 0 0 0 0 0 0,4874.0,2 25 15 25 7 19 5 2 15 7 5 7_7,"[2, 25, 15, 25, 7, 19, 5, 2, 15, 7, 5, 7]",134,129
4017,4017,2 25 15 25 7 19 5 2 15 7 5 7,7,0 0 0 0 0 0 0 0 0 0 0 0,4874.0,2 25 15 25 7 19 5 2 15 7 5 7_7,"[2, 25, 15, 25, 7, 19, 5, 2, 15, 7, 5, 7]",134,129
4025,4025,2 25 15 25 7,7,0 0 0 0 0,4874.0,2 25 15 25 7_7,"[2, 25, 15, 25, 7]",74,130
4026,4026,2 25 15 25 7,7,0 0 0 0 0,4874.0,2 25 15 25 7_7,"[2, 25, 15, 25, 7]",74,130
3961,3961,2 25 4,5,0 0 0,4841.0,2 25 4_5,"[2, 25, 4]",31,131
3957,3957,2 25 4,5,0 0 0,4839.0,2 25 4_5,"[2, 25, 4]",31,131
3958,3958,2 25,4,0 0,4839.0,2 25_4,"[2, 25]",27,132
3962,3962,2 25,4,0 0,4841.0,2 25_4,"[2, 25]",27,132
4191,4191,2 28 15 2 4,4,0 0 0 0 0,5043.0,2 28 15 2 4_4,"[2, 28, 15, 2, 4]",51,133
4190,4190,2 28 15 2 4,4,0 0 0 0 0,5043.0,2 28 15 2 4_4,"[2, 28, 15, 2, 4]",51,133
3733,3733,2 28 2,2,0 0 0,4612.0,2 28 2_2,"[2, 28, 2]",32,134
3732,3732,2 28 2,2,0 0 0,4612.0,2 28 2_2,"[2, 28, 2]",32,134
3679,3679,2 28 2,2,0 0 0,4499.0,2 28 2_2,"[2, 28, 2]",32,134
3624,3624,2 28 2,2,0 0 0,4396.0,2 28 2_2,"[2, 28, 2]",32,134
3604,3604,2 28 2,2,0 0 0,4375.0,2 28 2_2,"[2, 28, 2]",32,134
3543,3543,2 28 2,2,0 0 0,4333.0,2 28 2_2,"[2, 28, 2]",32,134
3625,3625,2 28 2,2,0 0 0,4396.0,2 28 2_2,"[2, 28, 2]",32,134
3731,3731,2 28 2,28,0 0 0,4612.0,2 28 2_28,"[2, 28, 2]",32,135
3603,3603,2 28 2,28,0 0 0,4375.0,2 28 2_28,"[2, 28, 2]",32,135
3266,3266,2 28 3,2,0 0 0,4122.0,2 28 3_2,"[2, 28, 3]",33,136
3532,3532,2 28 3,2,0 0 0,4323.0,2 28 3_2,"[2, 28, 3]",33,136
3544,3544,2 28,2,0 0,4333.0,2 28_2,"[2, 28]",30,137
3605,3605,2 28,2,0 0,4375.0,2 28_2,"[2, 28]",30,137
3658,3658,2 28,2,0 0,4438.0,2 28_2,"[2, 28]",30,137
3680,3680,2 28,2,0 0,4499.0,2 28_2,"[2, 28]",30,137
3626,3626,2 28,2,0 0,4396.0,2 28_2,"[2, 28]",30,137
3688,3688,2 28,2,0 0,4511.0,2 28_2,"[2, 28]",30,137
3734,3734,2 28,2,0 0,4612.0,2 28_2,"[2, 28]",30,137
3752,3752,2 28,2,0 0,4635.0,2 28_2,"[2, 28]",30,137
3545,3545,2 28,28,0 0,4333.0,2 28_28,"[2, 28]",30,138
3735,3735,2 28,28,0 0,4612.0,2 28_28,"[2, 28]",30,138
3534,3534,2 28,28,0 0,4323.0,2 28_28,"[2, 28]",30,138
3267,3267,2 28,3,0 0,4122.0,2 28_3,"[2, 28]",30,139
3533,3533,2 28,3,0 0,4323.0,2 28_3,"[2, 28]",30,139
251,251,2 3 2 1 2 1 3 2,2,0 0 0 0 0 0 0 0,522.0,2 3 2 1 2 1 3 2_2,"[2, 3, 2, 1, 2, 1, 3, 2]",16,140
250,250,2 3 2 1 2 1 3 2,2,0 0 0 0 0 0 0 0,522.0,2 3 2 1 2 1 3 2_2,"[2, 3, 2, 1, 2, 1, 3, 2]",16,140
523,523,2 3 2 1,2,0 0 0 0,799.0,2 3 2 1_2,"[2, 3, 2, 1]",8,141
256,256,2 3 2 1,2,0 0 0 0,522.0,2 3 2 1_2,"[2, 3, 2, 1]",8,141
432,432,2 3 2 3 2,2,0 0 0 0 0,761.0,2 3 2 3 2_2,"[2, 3, 2, 3, 2]",12,142
433,433,2 3 2 3 2,2,0 0 0 0 0,761.0,2 3 2 3 2_2,"[2, 3, 2, 3, 2]",12,142
3256,3256,2 3 2 4 5,6,0 0 0 0 0,4118.0,2 3 2 4 5_6,"[2, 3, 2, 4, 5]",16,143
3245,3245,2 3 2 4 5,6,0 0 0 0 0,4107.0,2 3 2 4 5_6,"[2, 3, 2, 4, 5]",16,143
3257,3257,2 3 2 4,5,0 0 0 0,4118.0,2 3 2 4_5,"[2, 3, 2, 4]",11,144
3246,3246,2 3 2 4,5,0 0 0 0,4107.0,2 3 2 4_5,"[2, 3, 2, 4]",11,144
3305,3305,2 3 2 6,6,0 0 0 0,4162.0,2 3 2 6_6,"[2, 3, 2, 6]",13,145
3303,3303,2 3 2 6,6,0 0 0 0,4162.0,2 3 2 6_6,"[2, 3, 2, 6]",13,145
3304,3304,2 3 2 6,6,0 0 0 0,4162.0,2 3 2 6_6,"[2, 3, 2, 6]",13,145
392,392,2 3 2,1,0 0 0,739.0,2 3 2_1,"[2, 3, 2]",7,146
92,92,2 3 2,1,0 0 0,408.0,2 3 2_1,"[2, 3, 2]",7,146
524,524,2 3 2,1,0 0 0,799.0,2 3 2_1,"[2, 3, 2]",7,146
336,336,2 3 2,1,0 0 0,685.0,2 3 2_1,"[2, 3, 2]",7,146
276,276,2 3 2,1,0 0 0,553.0,2 3 2_1,"[2, 3, 2]",7,146
7,7,2 3 2,1,0 0 0,50.0,2 3 2_1,"[2, 3, 2]",7,146
177,177,2 3 2,1,0 0 0,457.0,2 3 2_1,"[2, 3, 2]",7,146
257,257,2 3 2,1,0 0 0,522.0,2 3 2_1,"[2, 3, 2]",7,146
514,514,2 3 2,2,0 0 0,793.0,2 3 2_2,"[2, 3, 2]",7,147
439,439,2 3 2,2,0 0 0,761.0,2 3 2_2,"[2, 3, 2]",7,147
515,515,2 3 2,2,0 0 0,793.0,2 3 2_2,"[2, 3, 2]",7,147
3357,3357,2 3 2,2,0 0 0,4203.0,2 3 2_2,"[2, 3, 2]",7,147
3346,3346,2 3 2,2,0 0 0,4191.0,2 3 2_2,"[2, 3, 2]",7,147
3345,3345,2 3 2,2,0 0 0,4191.0,2 3 2_2,"[2, 3, 2]",7,147
699,699,2 3 2,2,0 0 0,1096.0,2 3 2_2,"[2, 3, 2]",7,147
3110,3110,2 3 2,2,0 0 0,4016.0,2 3 2_2,"[2, 3, 2]",7,147
407,407,2 3 2,2,0 0 0,750.0,2 3 2_2,"[2, 3, 2]",7,147
525,525,2 3 2,2,0 0 0,799.0,2 3 2_2,"[2, 3, 2]",7,147
438,438,2 3 2,2,0 0 0,761.0,2 3 2_2,"[2, 3, 2]",7,147
372,372,2 3 2,2,0 0 0,727.0,2 3 2_2,"[2, 3, 2]",7,147
277,277,2 3 2,2,0 0 0,553.0,2 3 2_2,"[2, 3, 2]",7,147
437,437,2 3 2,2,0 0 0,761.0,2 3 2_2,"[2, 3, 2]",7,147
436,436,2 3 2,2,0 0 0,761.0,2 3 2_2,"[2, 3, 2]",7,147
258,258,2 3 2,2,0 0 0,522.0,2 3 2_2,"[2, 3, 2]",7,147
59,59,2 3 2,2,0 0 0,209.0,2 3 2_2,"[2, 3, 2]",7,147
571,571,2 3 2,2,0 0 0,838.0,2 3 2_2,"[2, 3, 2]",7,147
3356,3356,2 3 2,3,0 0 0,4203.0,2 3 2_3,"[2, 3, 2]",7,148
435,435,2 3 2,3,0 0 0,761.0,2 3 2_3,"[2, 3, 2]",7,148
3247,3247,2 3 2,4,0 0 0,4107.0,2 3 2_4,"[2, 3, 2]",7,149
3258,3258,2 3 2,4,0 0 0,4118.0,2 3 2_4,"[2, 3, 2]",7,149
3377,3377,2 3 2,6,0 0 0,4212.0,2 3 2_6,"[2, 3, 2]",7,150
3306,3306,2 3 2,6,0 0 0,4162.0,2 3 2_6,"[2, 3, 2]",7,150
3447,3447,2 3 5 2 5 4 5 4 5 2 5 4,4,0 0 0 0 0 0 0 0 0 0 0 0,4241.0,2 3 5 2 5 4 5 4 5 2 5 4_4,"[2, 3, 5, 2, 5, 4, 5, 4, 5, 2, 5, 4]",46,151
3446,3446,2 3 5 2 5 4 5 4 5 2 5 4,4,0 0 0 0 0 0 0 0 0 0 0 0,4241.0,2 3 5 2 5 4 5 4 5 2 5 4_4,"[2, 3, 5, 2, 5, 4, 5, 4, 5, 2, 5, 4]",46,151
3451,3451,2 3 5 2 5 4 5 4 5 2 5 4,4,0 0 0 0 0 0 0 0 0 0 0 0,4241.0,2 3 5 2 5 4 5 4 5 2 5 4_4,"[2, 3, 5, 2, 5, 4, 5, 4, 5, 2, 5, 4]",46,151
3452,3452,2 3 5 2 5 4 5 4 5 2 5 4,4,0 0 0 0 0 0 0 0 0 0 0 0,4241.0,2 3 5 2 5 4 5 4 5 2 5 4_4,"[2, 3, 5, 2, 5, 4, 5, 4, 5, 2, 5, 4]",46,151
3448,3448,2 3 5 2 5 4 5 4 5 2 5 4,4,0 0 0 0 0 0 0 0 0 0 0 0,4241.0,2 3 5 2 5 4 5 4 5 2 5 4_4,"[2, 3, 5, 2, 5, 4, 5, 4, 5, 2, 5, 4]",46,151
3450,3450,2 3 5 2 5 4 5 4 5 2 5 4,4,0 0 0 0 0 0 0 0 0 0 0 0,4241.0,2 3 5 2 5 4 5 4 5 2 5 4_4,"[2, 3, 5, 2, 5, 4, 5, 4, 5, 2, 5, 4]",46,151
3449,3449,2 3 5 2 5 4 5 4 5 2 5 4,4,0 0 0 0 0 0 0 0 0 0 0 0,4241.0,2 3 5 2 5 4 5 4 5 2 5 4_4,"[2, 3, 5, 2, 5, 4, 5, 4, 5, 2, 5, 4]",46,151
3232,3232,2 3 6,6,0 0 0,4106.0,2 3 6_6,"[2, 3, 6]",11,152
3233,3233,2 3 6,6,0 0 0,4106.0,2 3 6_6,"[2, 3, 6]",11,152
71,71,2 3,1,0 0,256.0,2 3_1,"[2, 3]",5,153
404,404,2 3,1,0 0,746.0,2 3_1,"[2, 3]",5,153
700,700,2 3,2,0 0,1096.0,2 3_2,"[2, 3]",5,154
526,526,2 3,2,0 0,799.0,2 3_2,"[2, 3]",5,154
572,572,2 3,2,0 0,838.0,2 3_2,"[2, 3]",5,154
3691,3691,2 3,2,0 0,4587.0,2 3_2,"[2, 3]",5,154
3536,3536,2 3,2,0 0,4327.0,2 3_2,"[2, 3]",5,154
3378,3378,2 3,2,0 0,4212.0,2 3_2,"[2, 3]",5,154
3358,3358,2 3,2,0 0,4203.0,2 3_2,"[2, 3]",5,154
3347,3347,2 3,2,0 0,4191.0,2 3_2,"[2, 3]",5,154
3307,3307,2 3,2,0 0,4162.0,2 3_2,"[2, 3]",5,154
3259,3259,2 3,2,0 0,4118.0,2 3_2,"[2, 3]",5,154
3248,3248,2 3,2,0 0,4107.0,2 3_2,"[2, 3]",5,154
3115,3115,2 3,2,0 0,4020.0,2 3_2,"[2, 3]",5,154
3111,3111,2 3,2,0 0,4016.0,2 3_2,"[2, 3]",5,154
3093,3093,2 3,2,0 0,4002.0,2 3_2,"[2, 3]",5,154
2595,2595,2 3,2,0 0,2600.0,2 3_2,"[2, 3]",5,154
3316,3316,2 3,2,0 0,4169.0,2 3_2,"[2, 3]",5,154
516,516,2 3,2,0 0,793.0,2 3_2,"[2, 3]",5,154
393,393,2 3,2,0 0,739.0,2 3_2,"[2, 3]",5,154
408,408,2 3,2,0 0,750.0,2 3_2,"[2, 3]",5,154
8,8,2 3,2,0 0,50.0,2 3_2,"[2, 3]",5,154
18,18,2 3,2,0 0,163.0,2 3_2,"[2, 3]",5,154
60,60,2 3,2,0 0,209.0,2 3_2,"[2, 3]",5,154
93,93,2 3,2,0 0,408.0,2 3_2,"[2, 3]",5,154
440,440,2 3,2,0 0,761.0,2 3_2,"[2, 3]",5,154
259,259,2 3,2,0 0,522.0,2 3_2,"[2, 3]",5,154
178,178,2 3,2,0 0,457.0,2 3_2,"[2, 3]",5,154
331,331,2 3,2,0 0,672.0,2 3_2,"[2, 3]",5,154
337,337,2 3,2,0 0,685.0,2 3_2,"[2, 3]",5,154
373,373,2 3,2,0 0,727.0,2 3_2,"[2, 3]",5,154
278,278,2 3,2,0 0,553.0,2 3_2,"[2, 3]",5,154
586,586,2 3,2,0 0,848.0,2 3_2,"[2, 3]",5,154
3462,3462,2 3,5,0 0,4241.0,2 3_5,"[2, 3]",5,155
3052,3052,2 3,5,0 0,3990.0,2 3_5,"[2, 3]",5,155
2846,2846,2 4 2 5 1 4,4,0 0 0 0 0 0,3663.0,2 4 2 5 1 4_4,"[2, 4, 2, 5, 1, 4]",18,156
2845,2845,2 4 2 5 1 4,4,0 0 0 0 0 0,3663.0,2 4 2 5 1 4_4,"[2, 4, 2, 5, 1, 4]",18,156
2844,2844,2 4 2 5 1 4,4,0 0 0 0 0 0,3663.0,2 4 2 5 1 4_4,"[2, 4, 2, 5, 1, 4]",18,156
2481,2481,2 4 2,2,0 0 0,2482.0,2 4 2_2,"[2, 4, 2]",8,157
2485,2485,2 4 2,2,0 0 0,2482.0,2 4 2_2,"[2, 4, 2]",8,157
2486,2486,2 4 2,2,0 0 0,2482.0,2 4 2_2,"[2, 4, 2]",8,157
2484,2484,2 4 2,2,0 0 0,2482.0,2 4 2_2,"[2, 4, 2]",8,157
2483,2483,2 4 2,2,0 0 0,2482.0,2 4 2_2,"[2, 4, 2]",8,157
2482,2482,2 4 2,2,0 0 0,2482.0,2 4 2_2,"[2, 4, 2]",8,157
2480,2480,2 4 2,2,0 0 0,2482.0,2 4 2_2,"[2, 4, 2]",8,157
2479,2479,2 4 2,2,0 0 0,2482.0,2 4 2_2,"[2, 4, 2]",8,157
165,165,2 4 3 2,2,0 0 0 0,451.0,2 4 3 2_2,"[2, 4, 3, 2]",11,158
166,166,2 4 3 2,2,0 0 0 0,451.0,2 4 3 2_2,"[2, 4, 3, 2]",11,158
107,107,2 4 5 15 1 7 15 7 4 5 4 5,5,0 0 0 0 0 0 0 0 0 0 0 0,413.0,2 4 5 15 1 7 15 7 4 5 4 5_5,"[2, 4, 5, 15, 1, 7, 15, 7, 4, 5, 4, 5]",74,159
106,106,2 4 5 15 1 7 15 7 4 5 4 5,5,0 0 0 0 0 0 0 0 0 0 0 0,413.0,2 4 5 15 1 7 15 7 4 5 4 5_5,"[2, 4, 5, 15, 1, 7, 15, 7, 4, 5, 4, 5]",74,159
115,115,2 4 5 15 1,7,0 0 0 0 0,413.0,2 4 5 15 1_7,"[2, 4, 5, 15, 1]",27,160
729,729,2 4 5 15 1,7,0 0 0 0 0,1149.0,2 4 5 15 1_7,"[2, 4, 5, 15, 1]",27,160
116,116,2 4 5 15,1,0 0 0 0,413.0,2 4 5 15_1,"[2, 4, 5, 15]",26,161
730,730,2 4 5 15,1,0 0 0 0,1149.0,2 4 5 15_1,"[2, 4, 5, 15]",26,161
62,62,2 4 5 2,2,0 0 0 0,213.0,2 4 5 2_2,"[2, 4, 5, 2]",13,162
561,561,2 4 5 2,2,0 0 0 0,827.0,2 4 5 2_2,"[2, 4, 5, 2]",13,162
562,562,2 4 5 2,2,0 0 0 0,827.0,2 4 5 2_2,"[2, 4, 5, 2]",13,162
1756,1756,2 4 5 2,2,0 0 0 0,1841.0,2 4 5 2_2,"[2, 4, 5, 2]",13,162
3760,3760,2 4 5 2,6,0 0 0 0,4653.0,2 4 5 2_6,"[2, 4, 5, 2]",13,163
4074,4074,2 4 5 2,6,0 0 0 0,4906.0,2 4 5 2_6,"[2, 4, 5, 2]",13,163
3793,3793,2 4 5 4 5 4,4,0 0 0 0 0 0,4712.0,2 4 5 4 5 4_4,"[2, 4, 5, 4, 5, 4]",24,164
3795,3795,2 4 5 4 5 4,4,0 0 0 0 0 0,4712.0,2 4 5 4 5 4_4,"[2, 4, 5, 4, 5, 4]",24,164
3794,3794,2 4 5 4 5 4,4,0 0 0 0 0 0,4712.0,2 4 5 4 5 4_4,"[2, 4, 5, 4, 5, 4]",24,164
2881,2881,2 4 5 4,5,0 0 0 0,3850.0,2 4 5 4_5,"[2, 4, 5, 4]",15,165
2919,2919,2 4 5 4,5,0 0 0 0,3919.0,2 4 5 4_5,"[2, 4, 5, 4]",15,165
3835,3835,2 4 5 4,5,0 0 0 0,4745.0,2 4 5 4_5,"[2, 4, 5, 4]",15,165
3647,3647,2 4 5 4,5,0 0 0 0,4412.0,2 4 5 4_5,"[2, 4, 5, 4]",15,165
3797,3797,2 4 5 4,5,0 0 0 0,4712.0,2 4 5 4_5,"[2, 4, 5, 4]",15,165
4123,4123,2 4 5 6,2,0 0 0 0,5005.0,2 4 5 6_2,"[2, 4, 5, 6]",17,166
2860,2860,2 4 5 6,2,0 0 0 0,3698.0,2 4 5 6_2,"[2, 4, 5, 6]",17,166
4141,4141,2 4 5 6,6,0 0 0 0,5015.0,2 4 5 6_6,"[2, 4, 5, 6]",17,167
2626,2626,2 4 5 6,6,0 0 0 0,2666.0,2 4 5 6_6,"[2, 4, 5, 6]",17,167
2625,2625,2 4 5 6,6,0 0 0 0,2666.0,2 4 5 6_6,"[2, 4, 5, 6]",17,167
117,117,2 4 5,15,0 0 0,413.0,2 4 5_15,"[2, 4, 5]",11,168
3981,3981,2 4 5,15,0 0 0,4863.0,2 4 5_15,"[2, 4, 5]",11,168
2284,2284,2 4 5,15,0 0 0,2119.0,2 4 5_15,"[2, 4, 5]",11,168
731,731,2 4 5,15,0 0 0,1149.0,2 4 5_15,"[2, 4, 5]",11,168
3761,3761,2 4 5,2,0 0 0,4653.0,2 4 5_2,"[2, 4, 5]",11,169
1757,1757,2 4 5,2,0 0 0,1841.0,2 4 5_2,"[2, 4, 5]",11,169
3610,3610,2 4 5,2,0 0 0,4395.0,2 4 5_2,"[2, 4, 5]",11,169
563,563,2 4 5,2,0 0 0,827.0,2 4 5_2,"[2, 4, 5]",11,169
194,194,2 4 5,2,0 0 0,470.0,2 4 5_2,"[2, 4, 5]",11,169
4075,4075,2 4 5,2,0 0 0,4906.0,2 4 5_2,"[2, 4, 5]",11,169
4420,4420,2 4 5,2,0 0 0,5364.0,2 4 5_2,"[2, 4, 5]",11,169
63,63,2 4 5,2,0 0 0,213.0,2 4 5_2,"[2, 4, 5]",11,169
2920,2920,2 4 5,4,0 0 0,3919.0,2 4 5_4,"[2, 4, 5]",11,170
3648,3648,2 4 5,4,0 0 0,4412.0,2 4 5_4,"[2, 4, 5]",11,170
3798,3798,2 4 5,4,0 0 0,4712.0,2 4 5_4,"[2, 4, 5]",11,170
3836,3836,2 4 5,4,0 0 0,4745.0,2 4 5_4,"[2, 4, 5]",11,170
2882,2882,2 4 5,4,0 0 0,3850.0,2 4 5_4,"[2, 4, 5]",11,170
883,883,2 4 5,5,0 0 0,1217.0,2 4 5_5,"[2, 4, 5]",11,171
2914,2914,2 4 5,5,0 0 0,3913.0,2 4 5_5,"[2, 4, 5]",11,171
882,882,2 4 5,5,0 0 0,1217.0,2 4 5_5,"[2, 4, 5]",11,171
4076,4076,2 4 5,5,0 0 0,4906.0,2 4 5_5,"[2, 4, 5]",11,171
881,881,2 4 5,5,0 0 0,1217.0,2 4 5_5,"[2, 4, 5]",11,171
564,564,2 4 5,5,0 0 0,827.0,2 4 5_5,"[2, 4, 5]",11,171
118,118,2 4 5,5,0 0 0,413.0,2 4 5_5,"[2, 4, 5]",11,171
4381,4381,2 4 5,5,0 0 0,5309.0,2 4 5_5,"[2, 4, 5]",11,171
3857,3857,2 4 5,5,0 0 0,4774.0,2 4 5_5,"[2, 4, 5]",11,171
4205,4205,2 4 5,6,0 0 0,5073.0,2 4 5_6,"[2, 4, 5]",11,172
4402,4402,2 4 5,6,0 0 0,5339.0,2 4 5_6,"[2, 4, 5]",11,172
4090,4090,2 4 5,6,0 0 0,4948.0,2 4 5_6,"[2, 4, 5]",11,172
4142,4142,2 4 5,6,0 0 0,5015.0,2 4 5_6,"[2, 4, 5]",11,172
4124,4124,2 4 5,6,0 0 0,5005.0,2 4 5_6,"[2, 4, 5]",11,172
2913,2913,2 4 5,6,0 0 0,3913.0,2 4 5_6,"[2, 4, 5]",11,172
2861,2861,2 4 5,6,0 0 0,3698.0,2 4 5_6,"[2, 4, 5]",11,172
2627,2627,2 4 5,6,0 0 0,2666.0,2 4 5_6,"[2, 4, 5]",11,172
2487,2487,2 4,2,0 0,2482.0,2 4_2,"[2, 4]",6,173
2850,2850,2 4,2,0 0,3663.0,2 4_2,"[2, 4]",6,173
121,121,2 4,4,0 0,413.0,2 4_4,"[2, 4]",6,174
169,169,2 4,4,0 0,451.0,2 4_4,"[2, 4]",6,174
170,170,2 4,4,0 0,451.0,2 4_4,"[2, 4]",6,174
4126,4126,2 4,4,0 0,5005.0,2 4_4,"[2, 4]",6,174
69,69,2 4,4,0 0,255.0,2 4_4,"[2, 4]",6,174
120,120,2 4,4,0 0,413.0,2 4_4,"[2, 4]",6,174
566,566,2 4,4,0 0,827.0,2 4_4,"[2, 4]",6,174
477,477,2 4,4,0 0,778.0,2 4_4,"[2, 4]",6,174
476,476,2 4,4,0 0,778.0,2 4_4,"[2, 4]",6,174
68,68,2 4,4,0 0,255.0,2 4_4,"[2, 4]",6,174
2285,2285,2 4,5,0 0,2119.0,2 4_5,"[2, 4]",6,175
1758,1758,2 4,5,0 0,1841.0,2 4_5,"[2, 4]",6,175
2628,2628,2 4,5,0 0,2666.0,2 4_5,"[2, 4]",6,175
1304,1304,2 4,5,0 0,1439.0,2 4_5,"[2, 4]",6,175
884,884,2 4,5,0 0,1217.0,2 4_5,"[2, 4]",6,175
565,565,2 4,5,0 0,827.0,2 4_5,"[2, 4]",6,175
732,732,2 4,5,0 0,1149.0,2 4_5,"[2, 4]",6,175
274,274,2 4,5,0 0,548.0,2 4_5,"[2, 4]",6,175
195,195,2 4,5,0 0,470.0,2 4_5,"[2, 4]",6,175
119,119,2 4,5,0 0,413.0,2 4_5,"[2, 4]",6,175
67,67,2 4,5,0 0,255.0,2 4_5,"[2, 4]",6,175
873,873,2 4,5,0 0,1216.0,2 4_5,"[2, 4]",6,175
64,64,2 4,5,0 0,213.0,2 4_5,"[2, 4]",6,175
1752,1752,2 4,5,0 0,1831.0,2 4_5,"[2, 4]",6,175
2805,2805,2 4,5,0 0,3481.0,2 4_5,"[2, 4]",6,175
4421,4421,2 4,5,0 0,5364.0,2 4_5,"[2, 4]",6,175
4403,4403,2 4,5,0 0,5339.0,2 4_5,"[2, 4]",6,175
4382,4382,2 4,5,0 0,5309.0,2 4_5,"[2, 4]",6,175
4352,4352,2 4,5,0 0,5280.0,2 4_5,"[2, 4]",6,175
2658,2658,2 4,5,0 0,2776.0,2 4_5,"[2, 4]",6,175
4206,4206,2 4,5,0 0,5073.0,2 4_5,"[2, 4]",6,175
4143,4143,2 4,5,0 0,5015.0,2 4_5,"[2, 4]",6,175
4125,4125,2 4,5,0 0,5005.0,2 4_5,"[2, 4]",6,175
4099,4099,2 4,5,0 0,4975.0,2 4_5,"[2, 4]",6,175
4091,4091,2 4,5,0 0,4948.0,2 4_5,"[2, 4]",6,175
4077,4077,2 4,5,0 0,4906.0,2 4_5,"[2, 4]",6,175
3982,3982,2 4,5,0 0,4863.0,2 4_5,"[2, 4]",6,175
3968,3968,2 4,5,0 0,4854.0,2 4_5,"[2, 4]",6,175
3965,3965,2 4,5,0 0,4848.0,2 4_5,"[2, 4]",6,175
1381,1381,2 4,5,0 0,1595.0,2 4_5,"[2, 4]",6,175
2815,2815,2 4,5,0 0,3575.0,2 4_5,"[2, 4]",6,175
2883,2883,2 4,5,0 0,3850.0,2 4_5,"[2, 4]",6,175
2915,2915,2 4,5,0 0,3913.0,2 4_5,"[2, 4]",6,175
2921,2921,2 4,5,0 0,3919.0,2 4_5,"[2, 4]",6,175
3611,3611,2 4,5,0 0,4395.0,2 4_5,"[2, 4]",6,175
3649,3649,2 4,5,0 0,4412.0,2 4_5,"[2, 4]",6,175
2862,2862,2 4,5,0 0,3698.0,2 4_5,"[2, 4]",6,175
3799,3799,2 4,5,0 0,4712.0,2 4_5,"[2, 4]",6,175
3858,3858,2 4,5,0 0,4774.0,2 4_5,"[2, 4]",6,175
3762,3762,2 4,5,0 0,4653.0,2 4_5,"[2, 4]",6,175
3837,3837,2 4,5,0 0,4745.0,2 4_5,"[2, 4]",6,175
735,735,2 5 1 15 7 15 7 2 6 2,2,0 0 0 0 0 0 0 0 0 0,1154.0,2 5 1 15 7 15 7 2 6 2_2,"[2, 5, 1, 15, 7, 15, 7, 2, 6, 2]",62,176
734,734,2 5 1 15 7 15 7 2 6 2,2,0 0 0 0 0 0 0 0 0 0,1154.0,2 5 1 15 7 15 7 2 6 2_2,"[2, 5, 1, 15, 7, 15, 7, 2, 6, 2]",62,176
1226,1226,2 5 15 4 5 7 2,2,0 0 0 0 0 0 0,1394.0,2 5 15 4 5 7 2_2,"[2, 5, 15, 4, 5, 7, 2]",40,177
1227,1227,2 5 15 4 5 7 2,2,0 0 0 0 0 0 0,1394.0,2 5 15 4 5 7 2_2,"[2, 5, 15, 4, 5, 7, 2]",40,177
1228,1228,2 5 15 4 5 7 2,2,0 0 0 0 0 0 0,1394.0,2 5 15 4 5 7 2_2,"[2, 5, 15, 4, 5, 7, 2]",40,177
1531,1531,2 5 15 7 15 7 15 7 15,15,0 0 0 0 0 0 0 0 0,1662.0,2 5 15 7 15 7 15 7 15_15,"[2, 5, 15, 7, 15, 7, 15, 7, 15]",88,178
1530,1530,2 5 15 7 15 7 15 7 15,15,0 0 0 0 0 0 0 0 0,1662.0,2 5 15 7 15 7 15 7 15_15,"[2, 5, 15, 7, 15, 7, 15, 7, 15]",88,178
1529,1529,2 5 15 7 15 7 15 7 15,15,0 0 0 0 0 0 0 0 0,1662.0,2 5 15 7 15 7 15 7 15_15,"[2, 5, 15, 7, 15, 7, 15, 7, 15]",88,178
1533,1533,2 5 15 7 15 7 15,7,0 0 0 0 0 0 0,1662.0,2 5 15 7 15 7 15_7,"[2, 5, 15, 7, 15, 7, 15]",66,179
3921,3921,2 5 15 7 15 7 15,7,0 0 0 0 0 0 0,4827.0,2 5 15 7 15 7 15_7,"[2, 5, 15, 7, 15, 7, 15]",66,179
3922,3922,2 5 15 7 15 7,15,0 0 0 0 0 0,4827.0,2 5 15 7 15 7_15,"[2, 5, 15, 7, 15, 7]",51,180
1534,1534,2 5 15 7 15 7,15,0 0 0 0 0 0,1662.0,2 5 15 7 15 7_15,"[2, 5, 15, 7, 15, 7]",51,180
1535,1535,2 5 15 7 15,7,0 0 0 0 0,1662.0,2 5 15 7 15_7,"[2, 5, 15, 7, 15]",44,181
3923,3923,2 5 15 7 15,7,0 0 0 0 0,4827.0,2 5 15 7 15_7,"[2, 5, 15, 7, 15]",44,181
